GEOID,Biomass_degree_centrality,Biofuels_degree_centrality,Biogas_degree_centrality,Wind_degree_centrality,Offshore_Wind_degree_centrality,Solar_degree_centrality,Concentrated_Solar_degree_centrality,Waste_to_Heat_degree_centrality,Direct_Air_Capture_degree_centrality,Carbon_Capture_And_Storage_degree_centrality,Biochar_degree_centrality,Carbon_Direct_Removal_degree_centrality,BECCS_degree_centrality,Hydrogen_degree_centrality,Nuclear_Energy_degree_centrality,Nuclear_Fusion_degree_centrality,Hydro_Energy_degree_centrality,Geothermal_degree_centrality,Battery_degree_centrality,Electric_Vehicles_degree_centrality,Sustainable_Aviation_Fuels_degree_centrality,E_Fuels_degree_centrality,Marine_Energy_degree_centrality,Heat_Pumps_degree_centrality,Railway_degree_centrality,Electric_Shipping_degree_centrality,Electric_Aviation_degree_centrality,Fuel_Cell_Aviation_degree_centrality,NAME
01101,0.000228832951945,0.0,0.0,0.0001101503552348,0.0002291738283488,0.0001890971959586812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53356890459364e-05,0.0,0.0,0.0,0.0,0.0,0.000403144527313,0.000460193281178,0.0,Montgomery
01103,0.0,0.0,0.0008750182295464,0.0,0.0,0.0001080555405478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001413427561837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Morgan
01107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001413427561837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pickens
01117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044014084507042,0.0031332453825857,0.0,0.0,0.0,9.173891105912572e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0005324813631522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shelby
01121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032981530343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002473498233215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Talladega
01125,0.000228832951945,0.0,0.0,0.0001101503552348,0.0,0.000135069425684802,0.0,0.0,0.0176056338028169,0.0014841688654353,0.0,0.0,0.0,0.0001376083665886,0.0126152353226589,0.0,0.0,0.0,0.0022195234306293,0.0016961130742048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuscaloosa
02020,0.000228832951945,0.0,0.000291672743182,0.0007159773090266956,0.0,0.0027554162839697454,0.0,0.0,0.0,0.0,0.0005181347150259,0.0,0.0,0.000412825099766,0.0058224163027656,0.0,0.0041292203060477,0.0032768978700162,0.002261401231206968,0.0022614840989397364,0.0,0.0,0.0042849491162292,0.0005921539600296,0.0,0.0,0.0073630924988494,0.0035803795202291,Anchorage
02063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002428953121204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chugach
02090,0.0004576659038901,0.0,0.0,0.0013768794404361477,0.0019479775409648,0.00029715273650650196,0.0,0.0002603488674824,0.0,0.00032981530343,0.0,0.0,0.0,9.173891105912572e-05,0.0058224163027656,0.0,0.0007286859363614,0.0,0.0006281670086685136,0.0008833922261482999,0.0,0.0,0.0073201214068915,0.001480384900074,0.0,0.0,0.0041417395306027,0.0,Fairbanks North Star
02100,0.0,0.0,0.0,0.0,0.0,0.0004322221621913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haines
02110,0.0,0.0,0.0,5.507517761744782e-05,0.0001145869141744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004593639575971,0.0,0.0,0.0,0.0,0.0,0.0002015722636565,0.0,0.0,Juneau
02122,0.0,0.0,0.000145836371591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.37556011558273e-05,0.0,0.0,0.0,0.0003570790930191,0.0,0.0,0.0,0.0,0.0,Kenai Peninsula
02164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001785395465095,0.0,0.0,0.0,0.0,0.0,Lake and Peninsula
02170,0.0,0.0,0.0,0.0008261276642617,0.001718803712616,0.0011075692906152208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003350224046232273,0.0003180212014134,0.0,0.0,0.0014283163720764,0.0,0.0,0.0,0.0,0.0,Matanuska-Susitna
02180,0.0,0.0,0.0,0.0,0.0,0.00010805554054784159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002428953121204,0.0002730748225013,0.0001256334017337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nome
02188,0.0,0.0,0.0,0.0,0.0,0.0001620833108217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northwest Arctic
02220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000460655806357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sitka
02290,0.0,0.0,0.0,0.0,0.0,0.0003241666216435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003769002052012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yukon-Koyukuk
04001,0.0,0.0,0.0,5.507517761744782e-05,0.0,5.4027770273920795e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Apache
04003,0.0,0.0,0.0,0.0017624056837581,0.0018333906267904,0.0006753471284239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012144562167593273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cochise
04005,0.0004576659038901,0.0,0.0,0.0,0.0,0.0007023610135608811,0.0,0.0,0.01056338028169,0.00032981530343,0.0,0.0013519603424965,0.0,0.0001376083665886,0.0,0.0,0.0,0.0,0.0007538004104023274,0.00010600706713780919,0.0,0.0,0.0,0.0016284233900814,0.0,0.0,0.0,0.0,Coconino
04013,0.0004576659038901,0.0009891196834816,0.0071459822079622,0.006333645426005543,0.0032084335968832,0.023691177265112558,0.0070351758793969,0.0,0.0132042253521122,0.0021437994722953,0.0082901554404145,0.012618296529968301,0.0018621973929236,0.016467134535112428,0.0019408054342552,0.0,0.0009715812484819,0.0016384489350079,0.018216843251390415,0.013215547703179155,0.0095846645367409,0.0,0.0010712372790571,0.0005921539600296,0.000297619047619,0.000403144527313,0.023469857340082702,0.0071607590404582,Maricopa
04015,0.0,0.0,0.0,0.0004406014209395,0.0,0.0003241666216435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006700448092465001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mohave
04019,0.0,0.0,0.000145836371591,0.0017073305061405999,0.0,0.0021611108109566247,0.015075376884421999,0.0,0.0,0.00032981530343,0.0,0.0027039206849932,0.0,0.001100866932709263,0.0,0.0,0.0,0.0057345712725285995,0.003350224046232741,0.0020141342756182456,0.0013312034078807,0.0,0.0,0.0,0.0,0.0,0.0018407731247123,0.0,Pima
04021,0.0,0.0,0.0,0.0,0.0,0.00018909719595866037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016751120231161366,7.06713780918728e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pinal
04027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000595238095238,0.0,0.0,0.0,Yuma
05001,0.0,0.0,0.0,0.0,0.0,0.0001080555405478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001675112023116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arkansas
05007,0.0,0.0003956478733926,0.0004375091147732,0.0011565787299664,0.0,0.0013777081419849206,0.0,0.0,0.0,0.000164907651715,0.0,0.0004506534474988,0.0,0.0018347782211824,0.0,0.0,0.0,0.0,8.37556011558273e-05,0.001802120141342573,0.0007987220447282999,0.0,0.0,0.002220577350111,0.0,0.0,0.0,0.0,Benton
05025,0.0,0.0,0.0,0.000495676598557,0.0010312822275696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cleveland
05031,0.0,0.0,0.0,0.0,0.0,2.7013885136960397e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Craighead
05045,0.0,0.0,0.0,0.0,0.0,0.0002701388513695604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Faulkner
05051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002093890028895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Garland
05057,0.0,0.0,0.0,5.507517761744782e-05,0.0,0.0001080555405478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002428953121204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hempstead
05063,0.0,0.0,0.0,0.0,0.0,2.7013885136960397e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Independence
05069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jefferson
05071,0.0004576659038901,0.0001978239366963,0.000145836371591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Johnson
05093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017667844522967278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mississippi
05115,0.0,0.0003956478733926,0.0,0.0,0.0,5.4027770273920795e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pope
05119,0.0,0.0,0.0018958728306838,0.0003304510657046,0.0,0.0018909719595870684,0.0,0.0,0.0,0.0006596306068601,0.0072538860103626,0.0054078413699863,0.0,4.5869455529562866e-05,0.0,0.0,0.0004857906242409,0.0,0.0004606558063569955,0.00024734982332155476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pulaski
05131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008245382585751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.187780057791365e-05,0.0002473498233215456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sebastian
05139,0.0,0.0,0.0,0.0001101503552348,0.0002291738283488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000403144527313,0.0,0.0,Union
05143,0.0006864988558351,0.0003956478733926,0.0,0.0,0.0,0.00045923604732826237,0.0,0.0002603488674824,0.0,0.000164907651715,0.0,0.0,0.0,0.0006421723774137,0.0019408054342552,0.0,0.0,0.0,0.00016751120231161366,0.0,0.0015974440894568,0.0,0.0,0.0,0.0,0.0006047167909695,0.0018407731247123,0.0017901897601145,Washington
06001,0.0109839816933636,0.014243323442135799,0.0077293276943260995,0.028969543426775143,0.0347198349948434,0.03976443892160259,0.0030150753768843,0.0067690705545427,0.1593309859154921,0.0281992084432705,0.0388601036269427,0.2253267237494352,0.06517690875232769,0.02889775698362268,0.0490053372149439,0.121338912133891,0.011901870293903,0.0155652648825773,0.06955902675991095,0.033286219081269976,0.023162939297124,0.0003828483920367,0.0171397964649166,0.0322723908216132,0.0032738095238090997,0.0066518847006649,0.0248504371836164,0.0064446831364122995,Alameda
06007,0.000228832951945,0.0,0.0,0.0,0.0,2.7013885136960397e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001060070671378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Butte
06009,0.0016018306636155,0.0,0.0,0.0002203007104697,0.0,8.104165541088119e-05,0.0,0.0,0.0,0.0,0.0046632124352331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Calaveras
06013,0.013043478260869299,0.0089020771513351,0.0049584366340963,0.0013218042628185,0.0003437607425232,0.01034631800745545,0.0020100502512562,0.0059880239520956,0.0088028169014084,0.0234168865435354,0.021761658031087903,0.0063091482649840006,0.029795158286778298,0.007706068528966489,0.0014556040756914,0.0334728033472802,0.0019431624969638,0.0191152375750954,0.007579881904602037,0.00420494699646601,0.0133120340788072,0.0,0.0066059632208534,0.0042931162102146,0.0020833333333332,0.0002015722636565,0.0009203865623561,0.0007160759040458,Contra Costa
06017,0.0,0.0,0.0,5.507517761744782e-05,0.0,0.0003781943919174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.173891105912572e-05,0.0,0.0,0.0002428953121204,0.0,0.0002931446040453273,0.0001413427561837456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,El Dorado
06019,0.0,0.0003956478733926,0.0004375091147732,0.0,0.0,0.001404722027121687,0.0,0.0,0.0,0.0,0.0010362694300518,0.0,0.0037243947858473,0.000412825099766,0.0,0.0,0.0,0.0,0.0018845010260056274,0.003215547703179755,0.0,0.0,0.0,0.0001480384900074,0.0,0.0,0.0,0.0,Fresno
06023,0.0018306636155606,0.0,0.0,0.0028639092361069478,0.0059585195370688,0.0012156248311630416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025126680346745003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Humboldt
06025,0.0,0.0,0.0,0.0,0.0,0.0002431249662326208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010922992900053,0.0006281670086686,0.00010600706713780919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Imperial
06027,0.0,0.0,0.0,0.0,0.0,5.4027770273920795e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inyo
06029,0.000228832951945,0.0011869436201779,0.0,0.0,0.0,0.0009184720946566268,0.0,0.0,0.0044014084507041,0.0011543535620052,0.0,0.0009013068949977,0.0,0.0004128250997659257,0.0,0.0,0.0,0.0013653741125066,0.0022614012312069,0.001378091872791273,0.0,0.0,0.0,0.0,0.0011904761904761,0.0,0.0036815462494246,0.0017901897601145002,Kern
06031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011904761904761,0.0,0.0,0.0,Kings
06037,0.0151029748283745,0.0211671612265069,0.029021437946622,0.017844357548050936,0.0130629082158816,0.027067912907231706,0.0522613065326628,0.0174433741213219,0.2455985915492945,0.036774406332452,0.0891191709844554,0.2505633168093715,0.0689013035381749,0.06008898674372409,0.025715672003881498,0.0348675034867502,0.0196745202817581,0.0251228836701245,0.0639892792830454,0.12915194346289097,0.0551118210862603,0.013399693721286,0.0173183360114257,0.020725388601036,0.0169642857142846,0.0316468453940727,0.1113667740450969,0.1074113856068733,Los Angeles
06039,0.0,0.0,0.0,0.0,0.0,0.0001080555405478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002093890028895,0.0001060070671378,0.0,0.0,0.0,0.0,0.0,0.0,0.0027611596870685,0.0,Madera
06041,0.0,0.0,0.000291672743182,0.0007710524866438478,0.0002291738283488,0.005321735371980689,0.0,0.0,0.0017605633802816,0.0011543535620052,0.0010362694300518,0.0040558810274898,0.0,9.173891105912573e-05,0.0,0.0,0.0026718484333252,0.0,0.0045228024624142365,0.001590106007066991,0.0,0.0,0.0,0.0004441154700222,0.0,0.0016125781092521,0.0009203865623561,0.0,Marin
06043,0.0020594965675057,0.0003956478733926,0.000145836371591,0.0,0.0,0.0,0.0,0.0,0.0,0.000164907651715,0.0,0.0,0.0,0.0021099949543598,0.0,0.0,0.0,0.0,0.0,7.06713780918728e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mariposa
06045,0.0,0.0,0.0,0.0,0.0,0.00018909719595872277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029314460404531367,7.06713780918728e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mendocino
06047,0.0009153318077803,0.0003956478733926,0.0002916727431821,0.0,0.0,0.00016208331082172078,0.0,0.0,0.0,0.000164907651715,0.0031088082901554,0.0,0.0037243947858473,0.0,0.0,0.0,0.0,0.0,0.0016751120231164002,0.001060070671378,0.0,0.0,0.0,0.0,0.0011904761904761,0.0,0.0027611596870685,0.0,Merced
06053,0.0004576659038901,0.0,0.000145836371591,0.00044060142093940003,0.0002291738283488,0.0028094440542437435,0.0,0.0,0.0,0.000164907651715,0.0025906735751295,0.0013519603424965,0.0,0.0012843447548275628,0.0,0.0,0.0,0.0010922992900054,0.002303279031785027,0.0002473498233215,0.0,0.0,0.0,0.0001480384900074,0.0,0.0002015722636565,0.0,0.0,Monterey
06055,0.0,0.0003956478733926,0.0002916727431821,0.0,0.0,0.000432222162191302,0.0,0.0010413954699296,0.0,0.00032981530343,0.0020725388601036,0.0,0.0,4.5869455529562866e-05,0.0,0.0,0.0,0.0,0.00025126680346744095,0.0003886925795052364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Napa
06057,0.0016018306636155,0.0,0.0,0.0,0.0,0.0009184720946566208,0.0,0.0,0.0,0.0,0.0036269430051813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007956782109803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nevada
06059,0.000228832951945,0.0073194856577644,0.0128336007000139,0.003194360301811487,0.0036667812535808,0.01304770652115079,0.0,0.0005206977349648,0.0052816901408449,0.0026385224274404003,0.0082901554404145,0.0040558810274897005,0.0,0.01490757304710688,0.0033964095099466,0.0474198047419804,0.0009715812484819,0.0049153468050244994,0.01687675363289766,0.02766784452296615,0.0226304579339718,0.0034456355283307,0.0014283163720764,0.0093264248704662,0.0,0.001209433581939,0.0101242521859177,0.0139634801288934,Orange
06061,0.0016018306636155,0.0005934718100889,0.0,0.0013218042628187,0.0,0.005862013074720123,0.0,0.0,0.0,0.0,0.0036269430051813,0.0,0.0,0.00045869455529556284,0.0,0.0,0.0002428953121204,0.000819224467504,0.006281670086686841,0.0011307420494697728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Placer
06065,0.0,0.0003956478733926,0.000145836371591,0.0007710524866441,0.0009166953133952,0.0014587497973958476,0.0,0.0033845352772715,0.0,0.0004947229551449999,0.0,0.0009013068949977,0.0,0.007293243429200063,0.0,0.0,0.0,0.0131075914800653,0.0015494786213825955,0.001837455830388473,0.0002662406815761,0.0,0.0003570790930191,0.0041450777202072,0.0,0.0,0.0,0.0032223415682061,Riverside
06067,0.0112128146453083,0.0025717111770522,0.0131252734431962,0.009307705017348143,0.012146212902486402,0.00794208223026577,0.0,0.001301744337412,0.0096830985915491,0.0092348284960418,0.043005181347150104,0.0103650292924737,0.014897579143389099,0.020274299344065966,0.0,0.00139470013947,0.010444498421180299,0.0141998907700707,0.019180032664683617,0.027314487632507573,0.0165069222577208,0.0111026033690658,0.0064274236743437,0.0137675795706883,0.0142857142857139,0.0114896190284214,0.0087436723423833,0.0132474042248477,Sacramento
06069,0.0,0.0,0.0,0.0,0.0,0.0001080555405478,0.0010050251256281,0.0,0.005281690140845,0.000164907651715,0.0,0.0,0.0,0.0118343195266272,0.0,0.0,0.0,0.0,0.0014238452196490272,0.0006007067137809,0.0162406815761448,0.003062787136294,0.0003570790930191,0.0,0.0,0.0,0.0312931431201104,0.0812746151092015,San Benito
06071,0.0,0.0,0.0035000729181856,0.0004406014209394478,0.0004583476566976,0.0012966664865740288,0.0,0.0036448841447539,0.0,0.0,0.0082901554404145,0.0004506534474988,0.0,0.002614558965184863,0.0067928190198932,0.0,0.0,0.010922992900054499,0.003810879852589764,0.011272084805653127,0.0,0.0,0.0,0.0050333086602516,0.0032738095238095,0.0,0.0036815462494247,0.0028643036161833,San Bernardino
06073,0.000228832951945,0.0089020771513349,0.0021875455738658,0.01453984689100493,0.014896298842672,0.027284023988327754,0.013065326633165699,0.0078104660244726004,0.0,0.0052770448548806,0.0015544041450777,0.0081117620549795,0.0,0.016146048346405095,0.006307617661329401,0.0794979079497907,0.002671848433325,0.0060076460950295,0.033292851459438416,0.02459363957596973,0.011448349307773699,0.0042113323124042,0.0255311551508654,0.001480384900074,0.0044642857142855995,0.0137069139286432,0.0096640589047395,0.0089509488005728,San Diego
06075,0.0043478260869561,0.0087042532146383,0.0094793641534186,0.02918984413724328,0.029678010771169598,0.04708520179371751,0.021105527638190902,0.0067690705545426,0.1584507042253508,0.0319920844327156,0.0481865284974088,0.401081568273994,0.039106145251396496,0.023347552864545162,0.0164968461911692,0.0808926080892606,0.0055865921787704,0.0267613326051324,0.07123413878302616,0.06406360424027811,0.054579339723108,0.008039816232771599,0.0153544009998208,0.0307920059215392,0.0124999999999993,0.0344688570852642,0.028071790151862702,0.0340136054421765,San Francisco
06077,0.0022883295194508,0.0003956478733926,0.0,0.0,0.0,0.0004322221621913248,0.0,0.0026034886748242,0.0,0.0,0.0,0.0,0.0,0.0013760836658867001,0.0,0.0,0.0,0.0,4.187780057791365e-05,0.0013780918727914185,0.0005324813631522,0.0,0.0008926977325477,0.0,0.0,0.0030235839548478,0.0,0.0,San Joaquin
